instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
51327,Sullivan King,Falling,37,0.00435,0.398,197200,0.788,0.000132,G,0.391,-2.986,Minor,0.0397,75.056,4-Apr,0.135,Electronic
64725,!!!,Funk (I Got This),35,0.0162,0.932,281273,0.546,0.494,D,0.0891,-8.462,Major,0.175,116.016,4-Apr,0.44,Electronic
49070,Apashe,Battle Royale (Feat. Panther) - VIP,30,0.0255,0.709,223241,0.766,0.00039,G,0.0892,-5.871,Major,0.109,100.031,4-Apr,0.43,Electronic
72953,Moksi,Hold Me Down,30,0.0147,0.684,197461,0.78,0.00139,F,0.167,-5.283,Major,0.0302,127.979,4-Apr,0.53,Electronic
58319,Télépopmusik,Don't Look Back,44,0.659,0.558,230067,0.414,0.000169,G,0.0964,-8.028,Minor,0.0304,136.064,4-Apr,0.429,Electronic
30687,Quantic,The 5th Exotic,30,0.00469,0.667,247827,0.599,0.677,A#,0.349,-12.837,Major,0.0515,110.028,4-Apr,0.329,Electronic
68504,Vök,Erase You,52,0.0283,0.853,190333,0.427,0.0456,A,0.0638,-9.16,Minor,0.133,?,4-Apr,0.556,Electronic
45958,Dillon Francis,Love in the Middle of a Firefight (feat. Brendon Urie),39,0.00465,0.486,199187,0.739,0,D,0.0428,-2.714,Minor,0.0255,93.984,4-Apr,0.274,Electronic
60816,G Jones,Fuck What You Heard,38,0.0346,0.497,149598,0.913,0.014,G,0.521,-3.385,Major,0.289,115.559,3-Apr,0.182,Electronic
21825,Fatboy Slim,In Heaven,26,0.188,0.799,234880,0.774,0.0213,C#,0.425,-8.857,Major,0.0999,125.042,4-Apr,0.736,Electronic
71139,Amon Tobin,Clear Skys,32,0.00199,0.566,259160,0.669,0.864,F#,0.195,-6.367,Minor,0.0329,75.009,4-Apr,0.376,Electronic
44991,Tortoise,I Set My Face to the Hillside,40,0.168,0.568,368533,0.33,0.546,F,0.807,-16.029,Minor,0.0265,106.142,5-Apr,0.297,Electronic
40041,Nightmares On Wax,Deep Shadows,42,0.0234,0.837,237520,0.472,0.00531,F#,0.108,-11.45,Minor,0.0733,98.964,4-Apr,0.369,Electronic
67356,The Prodigy,Medusa's Path,24,0.00701,0.61,368827,0.853,0.755,A#,0.13,-5.797,Minor,0.0614,110.075,4-Apr,0.211,Electronic
39438,Cut Copy,Standing In The Middle Of The Field,56,0.452,0.705,331080,0.848,0,C,0.227,-6.056,Major,0.0415,115.005,4-Apr,0.691,Electronic
68682,Gramatik,Adriatic Summer Nights,32,0.0106,0.707,-1,0.792,0.614,C,0.137,-4.659,Minor,0.0631,84.012,4-Apr,0.785,Electronic
87980,Datsik,Smoke Bomb,50,0.00275,0.727,-1,0.943,0,C#,0.106,-1.608,Major,0.194,100.079,4-Apr,0.548,Electronic
61771,Seven Lions,Where I Won't Be Found,46,0.0919,0.568,-1,0.767,0,C,0.3,-3.634,Major,0.0461,129.931,4-Apr,0.275,Electronic
89276,empty_field,iDONTMIND,46,0.15,0.574,187206,0.769,0.00139,F#,0.126,-4.494,Minor,0.0352,99.994,4-Apr,0.424,Electronic
82610,ETC!ETC!,Esa Cosa,30,0.000669,0.792,204444,0.929,0.00136,C#,0.153,-3.459,Major,0.0893,107.979,4-Apr,0.229,Electronic
68131,The Stone Roses,Made of Stone - Remastered,55,0.0947,0.264,254640,0.965,0.165,G,0.332,-5.01,Major,0.0824,131.597,4-Apr,0.427,Electronic
50342,Hucci,Castlecity,33,0.017,0.659,329326,0.728,0.395,F#,0.262,-6.498,Minor,0.04,129.979,4-Apr,0.103,Electronic
67753,Borgore,Kiss My Lips (Borgore vs. Dev),27,9.27E-05,0.58,246667,0.924,0.763,B,0.27,-3.571,Minor,0.0474,144.087,4-Apr,0.593,Electronic
64066,WAVEDASH,Deathwish (feat. fknsyd),26,0.00533,0.446,222002,0.992,0.000879,E,0.451,-3.312,Minor,0.299,149.898,4-Apr,0.0367,Electronic
35565,empty_field,Marauders,33,0.0426,0.556,-1,0.937,0.293,G#,0.521,-1.825,Minor,0.392,69.69,4-Apr,0.523,Electronic
40150,Björk,It's Not Up To You,36,0.551,0.534,308933,0.448,0.000125,C#,0.0569,-12.456,Minor,0.0653,159.825,4-Apr,0.279,Electronic
46893,Fatboy Slim,Praise You,38,0.0957,0.602,323240,0.893,0.27,C#,0.171,-8.641,Major,0.0483,109.716,4-Apr,0.528,Electronic
82216,Blur,There's No Other Way - 2012 Remastered Version,44,0.0563,0.575,204867,0.937,1.06E-05,D,0.178,-5.858,Major,0.0496,112.045,4-Apr,0.634,Electronic
39180,Ganja White Night,Champagne,50,0.0106,0.748,-1,0.626,0.0125,G,0.0603,-7.952,Major,0.0732,170.05,4-Apr,0.308,Electronic
55698,RL Grime,Era - Shadient & Wavedash Remix,34,0.00409,0.395,268800,0.973,0.228,D#,0.354,-4.209,Major,0.175,150.012,4-Apr,0.0816,Electronic
34708,Crazy P,Allow Me,46,0.000535,0.714,246399,0.816,0.339,A#,0.0685,-6.818,Minor,0.033,114.991,4-Apr,0.335,Electronic
79796,The Crystal Method,Let's Go Home,32,0.156,0.304,283983,0.749,0.883,B,0.216,-11.093,Minor,0.0449,166.354,3-Apr,0.0668,Electronic
83952,empty_field,Give It Up,29,0.00864,0.808,346452,0.683,0.425,F#,0.0726,-7.445,Major,0.188,124.008,4-Apr,0.332,Electronic
65422,Juno Reactor,Conquistador - Astrix Remix,36,0.0108,0.324,583323,0.801,0.713,E,0.102,-8.02,Minor,0.0339,142.02,4-Apr,0.0319,Electronic
50114,Fatboy Slim,Wonderful Night,31,0.223,0.727,164707,0.862,0,A,0.321,-5.492,Major,0.0495,159.982,4-Apr,0.971,Electronic
28352,empty_field,A Violent Sky,24,0.784,0.471,311187,0.608,0.457,A#,0.121,-10.954,Major,0.0446,97.382,3-Apr,0.0378,Electronic
40486,Borgore,On The Side,59,0.0637,0.649,179200,0.95,5.96E-06,C#,0.275,-1.784,Minor,0.0618,150.052,4-Apr,0.596,Electronic
39538,Thievery Corporation,33 Degree,33,0.27,0.727,227600,0.516,0.739,D,0.0991,-6.34,Major,0.068,?,4-Apr,0.582,Electronic
38208,Dillon Francis,All That,41,0.00593,0.545,189880,0.953,1.29E-06,G,0.423,-1.565,Major,0.255,172.048,4-Apr,0.53,Electronic
56642,Everything But The Girl,Troubled Mind - 2013 Remaster,37,0.175,0.709,214547,0.518,0.000537,D,0.0818,-12.153,Major,0.0289,102.321,4-Apr,0.72,Electronic
79442,Hooverphonic,2 Wicky,52,0.16,0.546,284293,0.613,0.00403,A#,0.13,-7.938,Minor,0.048,68.172,4-Apr,0.446,Electronic
38935,Waldeck,Shala-Lala-La,49,0.5,0.651,195118,0.596,0.062,F,0.105,-9.944,Minor,0.0429,172.782,4-Apr,0.42,Electronic
90816,Polynation,Swell,39,0.066,0.526,220216,0.787,0.897,F,0.173,-8.596,Major,0.0291,101.989,4-Apr,0.219,Electronic
29242,David Hohme,Onward Only (ABGT313),33,0.0305,0.667,239701,0.742,0.754,B,0.0947,-10.722,Minor,0.0424,120.029,4-Apr,0.102,Electronic
49328,Trentemøller,Still On Fire,37,0.00249,0.638,-1,0.81,0.87,E,0.123,-8.743,Minor,0.0511,127.012,4-Apr,0.104,Electronic
83187,New Order,1963,43,0.00407,0.638,337813,0.925,0.163,G#,0.0369,-6.927,Major,0.0315,125.613,4-Apr,0.904,Electronic
35617,Boozoo Bajou,Take It Slow feat. Joe Dukie & U-Brown,47,0.0855,0.789,-1,0.529,0.000129,B,0.0453,-8.891,Minor,0.225,172.501,4-Apr,0.825,Electronic
44454,Pendulum,"Tarantula (feat. DJ Fresh, $pyda, & Tenor Fly) - Icarus Remix",38,0.00265,0.726,393706,0.836,0.228,E,0.0492,-5.248,Minor,0.0483,123.998,4-Apr,0.518,Electronic
71002,Thievery Corporation,The Numbers Game,35,0.0856,0.764,183867,0.87,0.944,D,0.101,-5.505,Major,0.0544,103.989,4-Apr,0.597,Electronic
49435,Morcheeba,Rome Wasn't Built In A Day,56,0.0769,0.61,214720,0.807,2.64E-06,F,0.376,-4.997,Major,0.0305,112.031,4-Apr,0.689,Electronic
69175,The Chemical Brothers,Where Do I Begin,40,0.574,0.431,-1,0.677,0.499,D,0.367,-6.432,Major,0.0458,101.945,4-Apr,0.548,Electronic
69196,Moby,Welcome To Hard Times - 3am Remix,20,0.268,0.588,409360,0.698,0.805,A#,0.113,-7.081,Major,0.0542,124.006,4-Apr,0.27,Electronic
59010,Boys Noize,Overthrow,36,0.018,0.681,285996,0.777,0.0993,G,0.0828,-8.374,Major,0.0693,?,4-Apr,0.084,Electronic
23927,Jauz,Higher - Crankdat Remix,34,0.108,0.621,224133,0.933,0.000729,D#,0.367,-1.84,Minor,0.0941,150.106,4-Apr,0.47,Electronic
53349,Adventure Club,Ghosts,40,0.334,0.533,162679,0.56,1.94E-05,A#,0.112,-5.461,Minor,0.0462,77.554,4-Apr,0.139,Electronic
35337,Pendulum,The Other Side,43,1.72E-05,0.575,315720,0.927,0.678,F,0.0819,-5.885,Minor,0.0393,138.009,4-Apr,0.615,Electronic
77802,Metronomy,Love Letters,51,0.367,0.774,315886,0.529,0.225,A#,0.0923,-7.508,Minor,0.0682,128.195,4-Apr,0.156,Electronic
37664,12th Planet,Hide It All - Original,26,0.000195,0.388,212069,0.971,0.0177,F,0.223,-1.424,Minor,0.226,145.116,4-Apr,0.135,Electronic
34815,Pendulum,Minds Eye,33,0.00017,0.534,418680,0.979,0.861,A#,0.935,-7.142,Minor,0.0925,172.981,4-Apr,0.421,Electronic
78364,Bear Grillz,INVINCIBLE (feat. Cammie Robinson),34,0.00734,0.663,176000,0.913,1.36E-05,G,0.0824,-4.882,Major,0.104,74.996,4-Apr,0.187,Electronic
78731,Éric Serra,Leeloominai,31,0.979,0.164,101853,0.136,0.829,B,0.214,-24.225,Minor,0.0487,128.66,4-Apr,0.0362,Electronic
86054,LCD Soundsystem,Get Innocuous!,49,0.0105,0.696,431520,0.963,0.857,D,0.0872,-6.625,Minor,0.0398,118.01,4-Apr,0.574,Electronic
70092,3LAU,Worlds Away,42,0.00174,0.513,232441,0.866,7.20E-06,C#,0.166,-4.638,Minor,0.0289,126.997,4-Apr,0.0843,Electronic
85434,The Avalanches,Frankie Sinatra - Extended Mix,38,0.681,0.702,268080,0.807,0,D,0.516,-5.865,Minor,0.135,95.548,4-Apr,0.864,Electronic
85172,Bassnectar,Timestretch (West Coast Lo Fi Remix),31,0.000516,0.559,-1,0.876,0.445,A,0.655,-4.886,Minor,0.0392,139.955,4-Apr,0.178,Electronic
78216,Róisín Murphy,Dear Miami,42,0.0594,0.907,220507,0.524,0.131,C,0.0841,-7.125,Minor,0.0425,116.016,4-Apr,0.702,Electronic
79538,Amon Tobin,On a Hilltop Sat the Moon,47,0.867,0.301,216892,0.383,0.903,F#,0.109,-12.926,Minor,0.0382,170.782,4-Apr,0.0377,Electronic
66323,Blur,My Terracotta Heart,43,0.434,0.806,245027,0.633,0.000474,A,0.129,-6.089,Minor,0.0314,124.999,4-Apr,0.64,Electronic
28017,Kayzo,FOLLOW YOU,36,0.00504,0.628,244000,0.864,0.0138,F,0.0641,-3.105,Minor,0.097,?,4-Apr,0.429,Electronic
60154,Art Of Noise,Kiss (feat. Tom Jones),33,0.0789,0.868,211947,0.936,0,G,0.219,-4.574,Minor,0.193,115.694,4-Apr,0.589,Electronic
75453,Ghastly,The Spiders Symphony,31,0.00187,0.55,-1,0.788,0.0988,E,0.194,-5.865,Minor,0.0744,128.048,4-Apr,0.135,Electronic
86360,Zero 7,Today,58,0.0616,0.576,245640,0.673,0.00601,D,0.114,-11.383,Major,0.0307,168.413,4-Apr,0.57,Electronic
57389,Little Dragon,Only One,28,0.437,0.513,-1,0.424,0.0468,G,0.355,-10.771,Minor,0.0342,124.987,4-Apr,0.146,Electronic
62504,DJ Snake,The Half - TWRK x GRAVES Remix,32,0.0763,0.772,-1,0.829,0,A,0.05,-2.12,Major,0.0389,99.993,4-Apr,0.783,Electronic
37747,Hercules & Love Affair,Answers Come In Dreams - Original Mix,25,0.0232,0.777,325480,0.818,0.00143,A#,0.0404,-6.137,Major,0.0456,116.007,4-Apr,0.81,Electronic
71506,empty_field,I Know There's Gonna Be (Good Times),53,0.119,0.564,213622,0.594,0,B,0.536,-9.912,Minor,0.155,89.394,4-Apr,0.507,Electronic
32561,Nortec Collective,Tengo La Voz,42,0.0249,0.862,224133,0.728,0.627,C,0.633,-7.98,Major,0.0851,134.015,4-Apr,0.623,Electronic
41656,The Bloody Beetroots,Keep On Dancing (feat. Drop The Lime) - L.A. Knights Remix,33,0.00105,0.696,255132,0.813,0.858,C#,0.134,-5.369,Minor,0.141,113.961,4-Apr,0.359,Electronic
37908,Excision,Drowning (Krimer Remix),30,0.0278,0.405,238286,0.977,0.000292,C#,0.246,-0.516,Major,0.314,140.201,4-Apr,0.0549,Electronic
33136,Björk,Hidden Place,38,0.0516,0.49,-1,0.793,0.00327,A,0.112,-10.363,Minor,0.18,?,4-Apr,0.447,Electronic
74612,Moby,The Last Of Goodbyes,21,0.92,0.415,263573,0.674,0.958,E,0.114,-8.238,Minor,0.0893,150.001,4-Apr,0.355,Electronic
38393,Justice,Chorus (WWW),46,0.000503,0.438,-1,0.772,0.855,E,0.0847,-7.665,Major,0.045,?,4-Apr,0.154,Electronic
41466,GusGus,Featherlight,40,0.129,0.556,-1,0.753,0.856,A#,0.156,-11.173,Minor,0.057,175.493,3-Apr,0.152,Electronic
87446,empty_field,Boss (Dirt Monkey Remix),33,0.0419,0.659,211200,0.955,0.171,D,0.292,-4.178,Major,0.0866,?,4-Apr,0.198,Electronic
89014,Electric Mantis,FACED,43,0.101,0.633,228000,0.604,0.00217,D,0.189,-6.006,Minor,0.0848,159.929,4-Apr,0.0762,Electronic
29197,LAXX,Join Me,52,0.000928,0.607,200000,0.912,0.00835,F,0.157,-3.867,Minor,0.131,150.051,4-Apr,0.172,Electronic
38971,New Order,Ultraviolence - 2015 Remastered Version,42,0.00381,0.848,291227,0.923,0.767,E,0.0634,-8.62,Major,0.0388,127.625,4-Apr,0.961,Electronic
26126,Bassnectar,You & Me (feat. W. Darling),49,0.000748,0.495,-1,0.743,0.393,G,0.322,-4.021,Major,0.0341,140.047,4-Apr,0.151,Electronic
66170,Lusine,Two Dots,47,0.607,0.709,278413,0.661,0.708,G,0.133,-8.405,Minor,0.0328,119.987,4-Apr,0.608,Electronic
48906,Hercules & Love Affair,5:43 To Freedom (feat. Rouge Mary),29,0.0254,0.763,-1,0.717,0.0397,A#,0.106,-7.052,Major,0.0893,121.004,4-Apr,0.683,Electronic
60651,Fella,Fuck It Up,45,0.18,0.552,188909,0.686,0.00461,G#,0.328,-9.409,Major,0.112,131.663,4-Apr,0.347,Electronic
34948,Bonobo,Flashlight,50,0.0707,0.679,330089,0.95,0.948,C,0.114,-6.76,Major,0.0614,119.905,4-Apr,0.0495,Electronic
29815,Modeselektor,Blue Clouds,37,0.000283,0.57,362000,0.731,0.76,D,0.0449,-9.197,Minor,0.045,156.014,4-Apr,0.611,Electronic
59768,Groove Armada,I See You Baby (feat. Gram'ma Funk) - Fatboy Slim Radio Edit,54,0.073,0.572,-1,0.992,0.00065,C#,0.18,-5.43,Major,0.233,129.997,4-Apr,0.472,Electronic
26909,Borgore,Unicorn Zombie Apocalypse,55,0.00425,0.676,277500,0.885,0.861,C#,0.0519,-2.946,Major,0.0658,?,4-Apr,0.185,Electronic
56200,Moby,This Wild Darkness - Loaded Remix,34,0.751,0.398,359547,0.432,0.000463,G,0.229,-9.46,Major,0.0276,77.96,4-Apr,0.0586,Electronic
30792,Boombox Cartel,Dem Fraid - KUURO Remix,31,0.00228,0.729,214163,0.869,4.47E-05,D,0.052,-3.234,Major,0.0437,129.986,4-Apr,0.17,Electronic
34748,Curtis (冷炫忱),Rara (feat. Lexie Liu),28,0.00327,0.545,195600,0.928,0.137,G,0.428,-3.873,Major,0.0334,149.969,4-Apr,0.34,Electronic
56286,Snails,Break It Down (feat. Sam King),37,0.0075,0.653,159889,0.977,0.000342,B,0.561,-1.988,Minor,0.451,144.997,4-Apr,0.711,Electronic
72274,Jamiroquai,Superfresh,50,0.0336,0.749,228027,0.797,0.00279,F,0.2,-8.143,Minor,0.0373,?,4-Apr,0.702,Electronic
39094,Slushii,Goodbye Star Girl,43,0.099,0.775,164865,0.964,0.0664,A,0.107,-5.168,Minor,0.0406,144.017,4-Apr,0.52,Electronic
33894,Snails,Only Want U - Kill The Noise Remix,34,0.0085,0.631,193032,0.966,0.225,C#,0.207,-3.101,Minor,0.327,155.022,4-Apr,0.202,Electronic
71677,Röyksopp,Monument,34,0.358,0.475,597400,0.717,0.741,A,0.104,-9.971,Minor,0.0657,185.931,4-Apr,0.181,Electronic
49299,DROELOE,Allday,36,0.0956,0.574,197333,0.777,0.513,D,0.101,-6.139,Major,0.0977,89.478,4-Apr,0.131,Electronic
54210,Gramatik,Break Loose,41,0.00171,0.837,206875,0.721,0.249,C#,0.368,-5.26,Major,0.0428,96.065,4-Apr,0.853,Electronic
24307,New Order,Thieves Like Us - 2011 Total Version,44,0.027,0.675,236613,0.645,0.000172,C,0.0862,-7.648,Major,0.0323,113.079,4-Apr,0.898,Electronic
31649,Dombresky,Too Much in Common,41,0.0523,0.747,242841,0.889,0.000496,G#,0.12,-5.995,Major,0.0896,?,4-Apr,0.503,Electronic
20005,Bassnectar,Hot Right Now (Bassnectar Remix),30,0.0477,0.345,257829,0.911,0.00117,G,0.124,-5.668,Major,0.154,175.004,4-Apr,0.148,Electronic
41194,Blue States,Season Song,36,0.0207,0.574,255147,0.88,0.0286,D,0.201,-7.05,Minor,0.035,96.008,4-Apr,0.857,Electronic
91580,Morcheeba,It's Summertime,41,0.149,0.734,218520,0.657,0.00161,A,0.0823,-6.195,Minor,0.0274,107.018,4-Apr,0.363,Electronic
72885,Blockhead,Only Sequences Change,33,0.0107,0.6,284267,0.745,0.804,F#,0.0588,-9.827,Minor,0.0285,90.003,4-Apr,0.371,Electronic
72845,Türküm,Things I Do,28,0.117,0.505,206400,0.63,0.000149,G,0.148,-5.335,Minor,0.21,?,4-Apr,0.189,Electronic
27478,Mira (Berlin),Leila,48,0.204,0.811,465625,0.487,0.9,A#,0.101,-11.086,Minor,0.0633,115.998,4-Apr,0.0646,Electronic
47519,Fatboy Slim,Gangster Trippin,27,0.0379,0.716,320053,0.861,0.00322,C#,0.149,-8.631,Major,0.072,101.731,4-Apr,0.745,Electronic
22717,Modeselektor,Who - Single Version,52,0.0442,0.76,207988,0.91,0.00662,G,0.108,-8.472,Major,0.0484,142.982,4-Apr,0.392,Electronic
22272,Nightmares On Wax,Soul Purpose,47,0.471,0.813,230960,0.482,0.373,F#,0.163,-9.423,Major,0.103,82.997,4-Apr,0.375,Electronic
69392,PEEKABOO,Babatunde - Dirt Monkey Remix,28,0.0327,0.732,125793,0.885,0.138,C#,0.0796,-4.05,Major,0.259,145.051,4-Apr,0.331,Electronic
48615,GANZ,Let's Fly Away Together (feat. LUNA MAY),39,0.0119,0.569,217255,0.435,0.0018,F#,0.177,-13.589,Major,0.0399,76.529,4-Apr,0.151,Electronic
72611,Oliver Koletzki,No Man No Cry - Jimmy Sax Version,60,0.129,0.775,419500,0.601,0.616,F,0.129,-9.549,Major,0.0849,121.998,4-Apr,0.355,Electronic
67667,Jean-Michel Jarre,"Equinoxe, Pt. 1",40,0.00716,0.123,143680,0.285,0.861,C,0.111,-10.619,Major,0.0358,89.747,3-Apr,0.0318,Electronic
72874,Boards of Canada,Beware The Friendly Stranger,38,0.774,0.497,37627,0.41,0.000965,A#,0.128,-23.33,Minor,0.533,?,3-Apr,0.965,Electronic
79622,Flunk,Tmttuot,38,0.129,0.649,-1,0.366,0.882,F#,0.198,-13.178,Major,0.0321,130.979,4-Apr,0.281,Electronic
53072,Dillon Francis,Coming Over,65,0.227,0.631,178333,0.661,1.43E-06,F,0.166,-5.5,Minor,0.0999,174.031,4-Apr,0.698,Electronic
58643,Slushii,I’ll Be There,39,0.328,0.595,211368,0.639,0.0452,G#,0.659,-6.063,Major,0.107,77.084,4-Apr,0.215,Electronic
26563,Little Dragon,Strobe Light,40,0.0936,0.756,223547,0.625,0.0491,C,0.119,-9.241,Minor,0.0347,104.989,4-Apr,0.705,Electronic
34788,Jean-Michel Jarre,THE OPENING - movement 8,21,0.0533,0.344,-1,0.748,0.82,D,0.15,-7.605,Major,0.0316,194.988,3-Apr,0.147,Electronic
63386,The Crystal Method,I Know It's You,29,0.00414,0.582,348800,0.954,0.619,A#,0.163,-5.342,Minor,0.0499,?,4-Apr,0.422,Electronic
74683,Jauz,Rock The Party - Radio Edit,54,0.0362,0.695,190784,0.981,0.00247,C,0.0584,-3.137,Major,0.173,128.018,4-Apr,0.27,Electronic
56613,Andy Stott,Luxury Problems,41,0.607,0.769,303990,0.53,0.88,G,0.121,-13.41,Major,0.207,103.997,4-Apr,0.35,Electronic
82420,Bent,Strictly Bongo,30,0.0434,0.597,322173,0.556,0.00873,G,0.181,-10.872,Major,0.0477,80.004,4-Apr,0.552,Electronic
77026,Faithless,Not Going Home 2.0 - Eric Prydz Remix [Remastered],39,0.00113,0.621,536265,0.784,0.89,C,0.526,-8.755,Major,0.0399,127.982,4-Apr,0.436,Electronic
21780,JOYRYDE,I WARE HOUSE,54,0.0259,0.658,266880,0.891,0.0332,F#,0.34,-3.512,Major,0.199,125.033,4-Apr,0.3,Electronic
59103,Aphex Twin,Formula,31,0.0175,0.488,347080,0.881,0.131,C#,0.699,-6.363,Major,0.58,166.895,4-Apr,0.122,Electronic
52980,Bassnectar,Verbing the Noun,25,0.0619,0.758,334800,0.721,0.446,B,0.0749,-8.94,Minor,0.0926,109.957,4-Apr,0.304,Electronic
27940,The Prodigy,Nasty - Spor Remix,26,3.34E-05,0.565,309341,0.928,0.468,F#,0.652,-3.821,Major,0.33,172.072,4-Apr,0.374,Electronic
63516,Ladytron,Burning Up,34,0.0158,0.481,248333,0.958,0.0542,G,0.24,-4.137,Major,0.0724,?,4-Apr,0.542,Electronic
48759,Snails,Deep in the Night (Muzzy Remix),35,2.56E-05,0.505,247770,0.978,0.0344,B,0.38,-1.565,Major,0.0954,175.032,4-Apr,0.498,Electronic
51996,Virtual Riot,Lost It,43,0.0941,0.591,195200,0.779,5.14E-05,G#,0.113,-5.767,Major,0.381,150.021,4-Apr,0.364,Electronic
31011,The Chemical Brothers,EML Ritual,33,0.00507,0.702,320603,0.906,0.666,C#,0.107,-8.174,Minor,0.0406,119.004,4-Apr,0.0648,Electronic
43410,Cut Copy,We Are Explorers,32,0.00187,0.634,258186,0.947,0.00316,F#,0.0849,-2.983,Minor,0.0632,113.949,4-Apr,0.618,Electronic
50303,Jamiroquai,Morning Glory - Remastered,46,0.71,0.623,383973,0.328,0.344,G#,0.105,-12.949,Minor,0.0382,74.668,4-Apr,0.696,Electronic
44459,GTA,Boy Oh Boy,54,0.00224,0.539,174399,0.954,0.835,C#,0.0623,-3.054,Minor,0.12,129.956,4-Apr,0.389,Electronic
85393,Plaid,CLOCK,40,0.312,0.453,264000,0.522,0.822,F,0.0666,-12.395,Minor,0.0537,135.911,4-Apr,0.339,Electronic
79918,Excision,Crowd Control,37,0.000923,0.515,288000,0.967,0.83,D,0.075,-5.06,Major,0.127,?,4-Apr,0.0922,Electronic
38026,Gramatik,The Culture,34,0.189,0.708,228505,0.833,0.0277,F,0.572,-5.126,Minor,0.04,97.698,4-Apr,0.843,Electronic
24651,Faithless,Insomnia,53,0.18,0.785,527240,0.579,0.543,G,0.168,-10.069,Major,0.0356,127.003,4-Apr,0.262,Electronic
48847,sober rob,Thirty4,25,0.0584,0.641,190820,0.699,0.406,E,0.364,-8.836,Minor,0.0664,121.986,4-Apr,0.327,Electronic
47905,DJ Snake,Ocho Cinco - BUSTED By HeroBust Remix,36,0.0175,0.646,246400,0.927,0.711,C#,0.25,-1.653,Major,0.203,150.219,4-Apr,0.33,Electronic
64248,Duskus,Where To Go,57,0.416,0.776,251077,0.473,0.572,B,0.0994,-9.324,Major,0.174,130.031,4-Apr,0.31,Electronic
36259,Riot Ten,Pit Boss - BadKlaat Remix,36,0.0435,0.582,196800,0.997,4.31E-05,G#,0.494,-0.997,Major,0.36,74.976,4-Apr,0.346,Electronic
47655,Gent & Jawns,Collecta,32,0.00279,0.646,218462,0.88,0.842,B,0.0284,-4.541,Minor,0.0823,?,4-Apr,0.474,Electronic
66839,Massive Attack,Atlas Air,47,0.00118,0.678,471529,0.598,0.878,G#,0.119,-10.04,Minor,0.0303,106.21,4-Apr,0.712,Electronic
42500,Volen Sentir,Arrival - Original Mix,32,0.000297,0.792,447916,0.684,0.866,G,0.0683,-8.256,Major,0.046,123.014,4-Apr,0.345,Electronic
66350,Party Favor,Bust 'Em,38,0.00394,0.729,176000,0.971,0.0417,A,0.282,-2.917,Major,0.0574,150.002,4-Apr,0.911,Electronic
60241,Off The Meds,Currency Low,36,0.222,0.736,149540,0.679,0.018,G#,0.13,-12.365,Major,0.216,119.021,4-Apr,0.732,Electronic
28146,Seven Lions,Fractals,35,6.18E-05,0.707,299492,0.63,0.773,C,0.919,-5.788,Major,0.0335,131.994,4-Apr,0.326,Electronic
45466,empty_field,Roads - Live,39,0.741,0.292,350307,0.466,0,A,0.959,-9.415,Minor,0.0429,140.66,4-Apr,0.105,Electronic
53927,Bicep,Rain,50,0.0494,0.505,351252,0.904,0.854,A#,0.072,-4.849,Minor,0.0781,123.023,4-Apr,0.237,Electronic
20329,The Prodigy,No Good (Start the Dance) [Remastered],58,0.00567,0.64,377827,0.992,0.802,F,0.164,-6.974,Minor,0.0523,144.994,4-Apr,0.17,Electronic
29287,Eptic,On The Block,38,0.000161,0.824,-1,0.94,0.635,C,0.0648,-3.955,Major,0.183,127.936,4-Apr,0.196,Electronic
80395,Moderat,A New Error,63,0.0287,0.717,367307,0.46,0.785,B,0.0661,-11.326,Minor,0.0372,110.993,4-Apr,0.0961,Electronic
79204,Jauz,Fade,36,0.00449,0.399,285000,0.734,0.000623,C,0.132,-5.241,Minor,0.145,173.851,4-Apr,0.234,Electronic
52744,Underworld,Low Burn,38,0.0656,0.597,404507,0.807,0.827,B,0.0657,-10.621,Major,0.0305,127.999,3-Apr,0.32,Electronic
67881,Duskus,Duskus - Wundatrip,36,0.518,0.489,148846,0.625,3.96E-06,D#,0.259,-4.622,Major,0.259,150.183,4-Apr,0.118,Electronic
85265,3LAU,Game Time (feat. Ninja),58,8.05E-05,0.534,156632,0.957,0.758,C#,0.266,-4.025,Major,0.0455,95.046,4-Apr,0.52,Electronic
91028,Lemon Jelly,The Curse of Ka' Zar,36,0.152,0.61,541027,0.63,0.878,C,0.112,-7.303,Major,0.0332,167.999,4-Apr,0.655,Electronic
36089,JayKode,Beehive,30,0.00344,0.572,324119,0.944,0.00208,A,0.336,-5.538,Minor,0.0979,160.071,4-Apr,0.424,Electronic
45860,New Order,Shellshock - (7'' Edit) [2015 Remastered Version],41,0.0258,0.673,264453,0.956,7.98E-05,D,0.2,-6.671,Minor,0.0465,122.276,4-Apr,0.818,Electronic
24713,Little Dragon,Lover Chanting - Jayda G Remix,41,0.0731,0.824,-1,0.852,0.0976,E,0.171,-7.277,Minor,0.0441,127.988,4-Apr,0.803,Electronic
43509,Adventure Club,Rise & Fall (Krewella Remix) (feat. Krewella),33,0.0574,0.565,-1,0.955,0.000625,F,0.368,-2.576,Minor,0.0784,139.929,4-Apr,0.169,Electronic
80656,Bonobo,All In Forms,47,0.102,0.701,291733,0.557,0.865,A,0.164,-8.816,Major,0.0291,109.995,4-Apr,0.586,Electronic
